,ID,Video Title,Views,Likes,isClickbait,image_path,processed_title,title_vector
175,WQon-XHvny8,OFFICIAL SCIENTIST Mod in Among Us,3607286,238848,no,/content/thumbnails/WQon-XHvny8___OFFICIAL SCIENTIST Mod in Among Us.jpg,"['offici', 'scientist', 'mod', 'among', 'us']","[-2.6798423e-03 -3.0651684e-03  3.8588468e-03 -2.0078784e-03
 -1.1881052e-03 -1.2044702e-05 -1.0486385e-03  5.6119682e-03
  5.2352166e-03 -4.6645571e-04 -2.6389412e-03 -3.7230346e-03
 -2.1559976e-03 -2.6215459e-03 -2.0644481e-04 -8.7525172e-04
 -9.8155811e-04 -2.4260669e-03  7.6556334e-04 -2.0020106e-03
 -2.5939726e-04 -2.1922390e-03 -1.2414050e-03  1.2902445e-03
 -4.0018694e-03 -2.1614169e-03 -1.7836748e-03 -1.5386061e-03
 -9.3327090e-04 -7.3930074e-04  2.1345019e-03  1.6979582e-03
  5.9493736e-04  3.1194059e-04 -1.0439625e-03  7.3612150e-04
 -1.0031885e-03 -5.4611508e-03 -2.6641623e-03 -9.0881286e-04
  9.4973759e-05  3.2694147e-03 -4.4156713e-03 -2.9763062e-03
 -9.9985953e-04 -5.2216244e-03  5.4183678e-04  3.4300965e-04
 -1.5792005e-03 -7.8766589e-04  1.6000228e-03 -1.0197709e-03
  3.2807072e-03 -1.8593449e-03 -6.9903880e-03  2.6486437e-03
 -4.9704192e-03 -1.0617316e-03  1.0235684e-03  1.2779442e-03
 -3.4958026e-03  2.0306928e-03  3.3909685e-03 -2.9405256e-04
  1.2079314e-03  1.3200041e-03  7.9794927e-04  2.8131171e-03
 -6.1415816e-03 -3.1191064e-04  2.8120864e-03  3.2416999e-03
  3.1348944e-03 -7.6456650e-05  1.8402376e-05 -4.4503342e-03
  2.2705342e-03 -7.0822434e-03 -2.7142072e-03 -3.8454712e-03
 -5.8760368e-03 -1.4514930e-03 -3.4097910e-03  1.5305883e-03
 -3.9112777e-03 -4.4519099e-04 -7.1320514e-04 -1.8104184e-03
 -1.0775551e-04 -4.2734956e-03  3.3034477e-03 -1.3807198e-03
  2.1540741e-03 -1.8745434e-03  1.3481078e-03  4.9068206e-03
  3.0028685e-03 -1.6683728e-03  1.1623036e-04  1.6228181e-03]"
15,aCZSrSRkqIo,BRENT AND I PRANK OUR MOM!!,15114182,375282,yes,/content/thumbnails/aCZSrSRkqIo___BRENT AND I PRANK OUR MOM!!.jpg,"['brent', 'and', 'i', 'prank', 'our', 'mom', '!', '!']","[-5.3397091e-03 -4.9584091e-04 -3.1191856e-04  3.7579490e-03
  2.8434111e-04 -3.3773121e-03  2.5430419e-03  2.8092791e-03
 -1.2704353e-03 -1.4292821e-04  1.2605984e-03 -1.2409464e-03
 -2.6842302e-03  3.9094728e-03 -7.3723833e-04 -2.2971458e-03
  1.5677221e-04  1.8654964e-03 -1.8409700e-03 -3.7359688e-03
  2.6105063e-03  4.7176285e-04  4.8145074e-03  7.3786464e-04
  2.7654809e-05 -1.5206242e-03  6.5036793e-04  1.1712093e-03
 -4.0729637e-03  2.2155466e-03  3.9619342e-03  1.2220444e-04
  3.6361346e-03 -4.3975832e-03  2.9134366e-04 -1.7118666e-03
  6.6157919e-04 -9.7954518e-04 -6.7649648e-04 -5.4736799e-03
 -2.1621515e-04 -3.4448536e-04 -1.2069358e-03 -4.9916178e-04
  8.0006581e-04 -1.0060084e-03 -1.1631423e-03 -6.7002699e-04
  5.2459692e-03  2.5990559e-03 -1.7564951e-03  2.0967964e-03
 -1.0993530e-03  1.3918604e-03  3.6624155e-04 -8.5846469e-04
 -6.3994364e-04 -1.7248311e-03 -3.5211500e-03 -7.0423831e-04
  1.4376245e-03 -2.8092589e-03  5.0835079e-04 -3.2753358e-03
 -2.0293440e-03 -3.2449835e-03  1.2297059e-03  3.6655413e-03
 -3.5294760e-03  4.7153151e-03  1.3335977e-03  2.9405216e-03
 -1.5734072e-04 -1.9282803e-03  8.2434085e-04  2.1766690e-03
  2.1071103e-03  2.5574286e-03 -7.2019827e-04 -2.5949201e-03
 -3.1850825e-05 -2.2490255e-03  2.3811439e-03 -3.3618417e-05
 -2.3010806e-03 -1.5212269e-03  1.5630065e-03  2.2395090e-03
 -5.3699373e-04  1.7143667e-03  3.1521111e-03 -1.5075665e-03
 -2.3047258e-03 -1.7922067e-03  1.8840586e-03  2.0094905e-03
 -1.1566265e-03 -3.9000146e-03 -5.9745181e-04  5.6860908e-03]"
162,X499udfoYKU,12 Types of Students in Every Computer Class,1166494,56814,no,/content/thumbnails/X499udfoYKU___12 Types of Students in Every Computer Class.jpg,"['12', 'type', 'student', 'everi', 'comput', 'class']","[-8.80572246e-04  1.93853059e-03  1.47421192e-03  4.30075498e-03
  2.41507567e-03 -2.06478010e-03  1.84573012e-03  1.39333133e-03
 -1.23441999e-03 -1.00384024e-03 -4.78426955e-04 -1.12219958e-03
 -3.45637463e-03 -2.40487955e-03  1.63919793e-03 -3.48585751e-03
  2.66996532e-04 -1.79766829e-03 -2.55617732e-03 -1.86401187e-03
  4.80279652e-03  6.80396159e-04 -1.16836214e-04 -1.94238964e-03
  1.35634688e-03 -1.42841914e-03  2.09569861e-03 -3.22770939e-04
 -1.04852952e-05 -1.76996505e-03 -1.32692140e-03  1.38206885e-03
 -1.90745573e-03  1.14491419e-03  1.84736575e-03  1.16395205e-03
  4.52725450e-03  2.93623685e-04 -2.53950566e-04 -5.20623689e-05
  1.70738332e-03 -1.26501312e-04  1.66293979e-03 -3.31493071e-03
  2.20843684e-03 -9.38117970e-04  1.09417271e-03 -2.26477650e-03
  5.33273397e-03 -2.34518945e-03  3.80641781e-03  1.01029720e-04
 -5.47453016e-03  1.67737098e-03 -2.27677939e-03  4.63486649e-03
 -4.76513384e-03 -1.60517113e-03 -1.44471985e-03 -3.87906772e-03
  2.27143080e-03 -3.01808142e-03  3.70314461e-03 -1.63314363e-03
 -1.72208587e-03  7.96775974e-04  2.83820485e-03  2.06168531e-03
 -1.54846720e-03 -2.59699300e-05  1.46260450e-03  1.29423733e-03
  4.98676032e-04  1.60645146e-03  4.94578853e-03  1.31372281e-03
 -2.91511673e-03  2.06474517e-03 -2.20616837e-03  3.46354931e-03
 -1.78702606e-03  7.45511905e-04  2.92880111e-03 -4.92713705e-04
 -1.87592150e-03  1.57039205e-03 -1.54106834e-04  3.79654090e-03
  1.78505818e-03  9.63788654e-04 -2.37480993e-03 -6.58890232e-04
  2.07644582e-04 -2.16436991e-03  2.17791763e-03  2.73749791e-03
 -7.82750212e-05 -3.24344286e-03  3.23975901e-03 -3.23265954e-03]"
60,kjZeT-dGDrY,Something Scary Happened To Her Sister....,5615425,174009,yes,/content/thumbnails/kjZeT-dGDrY___Something Scary Happened To Her Sister.....jpg,"['someth', 'scari', 'happen', 'to', 'her', 'sister', '....']","[ 2.1087399e-03  2.1641029e-03  2.6020356e-03 -1.0272355e-04
 -2.2657618e-03 -2.0123669e-03  3.6898288e-03  8.9362292e-03
  5.5198692e-05 -3.0262587e-03  1.5912949e-03 -2.7644448e-03
  4.1814256e-03  4.5590947e-04  1.1508352e-03 -1.5293594e-04
  3.3848553e-03 -3.1473910e-04  7.5045961e-04 -1.3357252e-03
 -1.9289853e-04 -5.6415808e-04  4.7715073e-03 -1.3655372e-03
 -1.2358930e-03  1.4023511e-03 -1.1644249e-03 -1.7664188e-03
 -1.2385816e-03  4.1309306e-03  3.9803241e-03  5.1012700e-03
  2.1695225e-03  1.2796040e-03 -1.0535774e-03  2.3698520e-03
 -9.2851318e-04  4.1280800e-04 -3.0083134e-04  1.5155663e-03
  1.0267912e-03  1.9995589e-03 -2.9566110e-04  2.5686319e-03
 -8.1461825e-04 -9.2734081e-05  6.9511926e-04 -1.4471458e-03
 -3.9514783e-04  5.5642455e-04 -3.4258706e-03 -3.9731213e-03
  4.5415488e-04 -8.8866957e-04  1.2906225e-03  1.6774932e-03
 -1.3337521e-03 -3.4301769e-04 -5.4684104e-03  4.2576161e-03
 -1.2133208e-05 -2.8516701e-03 -1.9498056e-04  1.4912158e-04
 -5.0970875e-03 -8.4144232e-04  4.4443581e-04  1.4983378e-03
 -3.6455351e-03 -3.9618116e-04  4.3845247e-03 -2.3703421e-03
  2.8090791e-03 -3.3573892e-03 -6.7032559e-04  5.7879169e-03
  1.3299340e-03 -3.9558844e-03 -2.5398750e-04  7.4702257e-04
  9.4606681e-04  1.1362020e-03 -5.4530060e-04 -1.3108440e-03
 -4.5310399e-03  9.0244581e-04  1.9137907e-03  2.9001813e-03
  7.9261087e-04 -1.6129360e-03  5.9903762e-03  1.1153140e-03
 -1.1205478e-03  2.7499949e-03 -1.3096051e-03  1.9921430e-03
  3.7452690e-03 -5.2956450e-03  5.6079804e-04 -2.5718256e-03]"
115,xgxaD2UR3PI,Drake - CERTIFIED LOVER BOY First REACTIONREVIEW,654203,29188,no,/content/thumbnails/xgxaD2UR3PI___Drake - CERTIFIED LOVER BOY First REACTIONREVIEW.jpg,"['drake', '-', 'certifi', 'lover', 'boy', 'first', 'reactionreview']","[-2.0140947e-03  1.9804493e-03  3.5440649e-03 -1.2747158e-03
 -3.8927742e-03 -3.3601379e-04 -1.0734395e-03  5.8310949e-03
 -1.5038543e-03  4.8127617e-03 -4.5012436e-03 -3.7123102e-03
 -4.0191971e-03  1.3752298e-03 -1.8122793e-03 -2.9834397e-03
 -7.2555902e-04 -2.6726669e-03 -2.5845543e-03 -1.6000943e-03
  1.6803617e-03  2.6558092e-04  1.4812220e-03  1.5768411e-03
 -9.7665866e-04 -6.7161798e-04  1.7240159e-03  1.1161299e-03
 -1.3952429e-03  1.9640564e-03  3.5825360e-03 -1.9917025e-03
  1.4043107e-03 -4.5119546e-04 -9.3351054e-04 -1.2723997e-03
  3.6792256e-04 -1.0059084e-03 -1.9207156e-03 -3.4656520e-03
  2.6446616e-03 -3.0860628e-03 -5.0116144e-03 -2.7900687e-03
  8.5161894e-04  5.0572581e-03  1.2324740e-03 -2.9172781e-03
  2.2694520e-03  1.0567666e-03 -1.3277995e-03 -2.5681166e-03
  3.5868582e-04 -3.4775664e-04 -3.3974019e-03  2.5335334e-03
  7.2123494e-04 -2.7827397e-03 -1.5765397e-03 -1.8894669e-03
 -9.2953321e-04 -1.7215990e-03 -7.5300207e-04 -3.9033047e-03
  2.0749993e-03 -4.7583232e-04  1.2754367e-03 -1.4842901e-03
 -2.2823624e-03 -1.4687014e-04 -3.1798013e-08  9.0363860e-04
  4.8318827e-03 -3.0261843e-04 -3.0739207e-03  2.1982477e-03
  8.3224155e-04 -3.3107474e-03 -2.8938521e-03  3.7017488e-03
 -9.7882748e-04 -2.7397508e-04  8.6924055e-04  2.1900747e-03
 -1.9549159e-04 -5.3643103e-04 -6.3889654e-04  2.6136334e-03
  3.4513851e-05 -2.1423609e-03  4.5173527e-03 -1.9167549e-03
  1.8364961e-03 -5.1575946e-04  2.5147409e-03 -1.5344152e-04
 -1.3032936e-03 -1.0820311e-03  8.3409250e-06  4.6826764e-05]"
114,R84W2hbmaKk,The Truth About Making Cartoons,5334360,478899,no,/content/thumbnails/R84W2hbmaKk___The Truth About Making Cartoons.jpg,"['the', 'truth', 'about', 'make', 'cartoon']","[ 4.1318457e-03  1.6177043e-03 -1.2313807e-04  2.0113979e-03
 -3.8815583e-03  1.2299607e-03  1.3054538e-03  2.6630345e-03
  7.2913460e-04 -6.0399168e-04 -2.4911263e-03 -3.1213507e-03
 -2.5432066e-03  5.6474106e-03 -1.9480416e-03 -8.0554263e-04
  2.6197671e-03  1.2330757e-04 -1.6397008e-03 -6.6327564e-03
  2.9661506e-03  2.1747421e-03  8.1558758e-04 -1.1968592e-03
 -2.1932486e-03 -2.3527502e-03 -2.8619890e-03 -1.1803714e-03
 -2.4378928e-04  4.1306936e-03  1.8448051e-03  7.0308438e-03
  9.7629818e-04 -1.9611833e-03  7.5002352e-04  3.6848958e-03
  2.6214910e-03 -2.8953606e-03 -1.0785962e-03 -1.9417051e-03
  1.3941099e-03 -5.6904173e-03 -2.3663430e-03 -5.0973180e-03
  6.5253413e-04 -2.3110048e-03 -1.9532961e-03  6.9994031e-04
  1.0610285e-03  3.3623102e-04 -1.4549097e-03 -4.1311579e-03
 -1.1865763e-03  1.4250905e-03 -5.8714054e-03  9.2967137e-05
  5.9404084e-04 -7.8564091e-03  2.8167950e-04 -1.7773714e-04
  1.7742051e-03 -4.1023041e-03  3.6371374e-03 -1.9962042e-04
 -2.1094379e-03  4.7650929e-03  2.1514660e-03 -6.8191113e-04
 -6.7118891e-03  3.8541579e-03  2.7995196e-03  1.2920185e-03
 -8.3076686e-04  2.3667370e-03 -4.6379195e-04 -1.9048989e-03
  5.6211778e-04 -2.2243890e-03 -2.0729541e-03 -6.7185442e-04
  1.5812591e-04 -5.8382442e-03 -4.0461845e-03  2.1419690e-03
  1.3659926e-03 -4.6197288e-03  3.4732092e-03  2.0826147e-03
  2.7997620e-04  1.0347525e-03  3.0778847e-03 -3.1202937e-05
 -1.3493829e-03 -4.1486384e-04  1.5617720e-03 -3.3240877e-03
  6.5436466e-03 -5.5128611e-03  3.7851953e-03 -6.9267396e-04]"
146,9SbuBy562YA,Inside Japan's WORST Hotel Room  Feat. @CDawgVA,834150,68925,no,/content/thumbnails/9SbuBy562YA___Inside Japan's WORST Hotel Room  Feat. @CDawgVA.jpg,"['insid', 'japan', ""'s"", 'worst', 'hotel', 'room', 'feat', '.', '@', 'cdawgva']","[ 1.9729531e-03  1.2969333e-04 -1.1217487e-03 -9.0851804e-04
  1.2015572e-03 -3.5412088e-03  1.0960506e-03  9.3901588e-04
 -1.5048634e-03 -4.7620555e-04 -2.1835165e-03 -9.6593722e-04
 -3.1506936e-03  3.8173818e-03  7.1915623e-04 -6.8098621e-04
 -9.0197939e-04 -1.5471728e-03  2.0166205e-03 -3.8243141e-03
 -2.2573629e-03  5.8749801e-04  3.3058475e-03 -3.9152694e-03
  2.2340405e-03  1.3956400e-04 -4.2472635e-03 -2.4416870e-03
 -2.2706259e-03 -4.3886184e-04  4.9444819e-03  5.5834826e-04
  5.7188561e-04 -1.7369936e-03 -2.6595312e-06  1.9876051e-03
 -4.0072822e-03 -1.4534283e-03  1.0320069e-04 -3.0622326e-03
 -1.1899460e-03  9.6649944e-04  3.9805743e-04  3.6373683e-03
  8.9049665e-04 -1.9773033e-03 -4.1367607e-03 -2.4224967e-03
  2.7436302e-03  1.3135306e-03  1.2716271e-03  2.4117127e-03
 -9.1054756e-04  3.7436071e-04 -3.9158403e-03  5.6537101e-05
  7.3398213e-04 -3.0869916e-03 -2.1429125e-03  1.9495037e-03
  1.3389608e-03  1.3322113e-03 -2.8094850e-03  1.3692003e-03
 -1.1982378e-03  1.3374860e-04 -2.0284639e-03  8.9232111e-04
  1.1005433e-03  2.1518092e-03 -1.0129578e-03 -1.2818318e-03
  2.6622985e-03 -3.9820131e-03  2.1178930e-03  3.3594177e-03
 -1.4716964e-03  5.5501272e-04  1.2287544e-03  2.6536436e-04
  2.1470683e-04 -4.3915972e-04 -4.3934956e-03  1.0889254e-03
  4.7756871e-03 -7.1713532e-04  9.7324728e-04 -1.3176678e-03
 -4.4017750e-05 -9.3100779e-04 -2.7002473e-03  3.1045149e-04
 -1.0770956e-03  1.8337142e-03  1.5544742e-03  5.5170523e-05
  3.6872812e-03 -2.4253118e-03 -7.4726099e-04 -1.7908092e-03]"
9,T8Ffq1X1ygQ,Why Nobody Wants This Part of Africa,1142293,41508,yes,/content/thumbnails/T8Ffq1X1ygQ___Why Nobody Wants This Part of Africa.jpg,"['whi', 'nobodi', 'want', 'thi', 'part', 'africa']","[ 1.3018965e-03 -1.6266083e-03  4.3487486e-05 -1.8949863e-03
  1.1749737e-03  3.2837579e-05 -8.4288843e-04  4.4803200e-03
 -5.7906532e-03 -3.6193477e-03  6.5269048e-04 -1.9316325e-03
  7.4822298e-04  5.6358832e-03  4.0569906e-03  9.4222376e-04
 -1.4135490e-04  2.1658286e-03 -3.9119204e-04 -1.6448679e-03
  1.6376051e-03 -1.2589373e-03 -2.1426398e-03 -3.1774777e-03
 -1.3733226e-03  9.6719776e-04  2.4860823e-03 -3.1974278e-03
  3.3187771e-03  9.6792821e-04  2.2660473e-03 -2.8682854e-03
  9.3444966e-04 -6.6165993e-04  2.1756096e-03 -5.8211706e-04
  1.1779404e-03  6.6883094e-04 -2.4277975e-03 -2.7499776e-03
 -1.3391780e-03  8.4350031e-04  1.9450993e-03 -2.3057095e-03
 -2.7864594e-03 -5.2494480e-04  9.5633179e-04 -8.8247709e-04
  2.0258783e-03 -2.4169553e-03  2.2212572e-03  8.5479539e-04
  1.9439247e-04 -3.0038387e-03  1.9909169e-03 -7.4225554e-04
  1.6747644e-03  1.2147095e-03  1.2159930e-03  2.8818671e-03
  5.9914249e-03 -1.2779569e-05 -1.2713921e-03 -5.0246860e-03
 -7.3045223e-05  4.6708225e-03 -5.4761493e-03 -2.7618665e-04
 -1.2310197e-03  3.3592733e-04 -4.1571134e-03 -2.9959586e-03
 -6.0020917e-04 -2.1680857e-03  5.2543269e-03 -1.8243551e-03
 -7.5244950e-04  2.9204909e-03 -4.4807498e-03 -3.0427969e-03
 -2.1348787e-03 -2.6246929e-04 -1.2835180e-03  1.9363087e-03
 -1.4103269e-03  1.7998473e-03 -1.8477076e-03  1.3835005e-03
  6.3178781e-03 -5.9041777e-04  2.1886199e-03 -5.0190981e-03
  1.8717861e-03  9.9125631e-05  3.5916949e-03  6.0737715e-04
  7.8184746e-04 -3.7309190e-03  2.2363479e-03  9.3453581e-04]"
73,8xaMdOIsGLE,You won't believe these CRAZY SIGHTINGS! (Can't Unsee This),16269467,380222,yes,/content/thumbnails/8xaMdOIsGLE___You won't believe these CRAZY SIGHTINGS! (Can't Unsee This).jpg,"['you', 'wo', ""n't"", 'believ', 'crazi', 'sight', '!', '(', 'ca', ""n't"", 'unse', 'thi', ')']","[ 3.7729088e-04  2.5367895e-03  5.5478106e-04  3.0621034e-03
 -4.4983454e-04 -1.8087565e-03  1.5652488e-06  4.7315019e-03
 -2.7389326e-03 -8.6486625e-04  9.2143979e-04 -1.4721557e-03
  2.4903135e-03  2.4900995e-03  8.0279418e-04 -2.3019151e-03
  1.5195453e-03  2.2166388e-03 -4.8980745e-03 -7.1726814e-03
 -2.5018671e-04  1.4030774e-03 -2.9294691e-03 -2.7072185e-03
 -3.0570402e-04 -1.6657996e-03 -4.4008746e-04 -3.3512345e-04
 -4.8722676e-03  4.4440164e-04  2.8224031e-03 -4.0837310e-04
 -4.3575329e-04 -3.0201902e-03 -2.9986107e-03  2.0960411e-03
  3.7248479e-03 -3.6222054e-04 -8.7708043e-04 -2.9766436e-03
  8.6140516e-04 -2.7009102e-03 -1.4791890e-03  2.5286335e-03
  6.1715697e-04 -2.3891272e-03 -1.3166063e-03 -3.1537827e-04
  4.4162408e-03  1.6372047e-03  2.6721323e-03 -2.0994814e-03
 -1.7079272e-03 -2.7833043e-03 -1.3527711e-03  5.3528305e-03
  1.1409700e-03  1.2687167e-04 -5.2749556e-03  2.0232575e-03
  1.4753216e-03  3.2346423e-03 -1.2415210e-05 -3.7741931e-03
 -2.7401163e-03  3.6974067e-03  1.0479959e-03  1.3331583e-03
 -3.7588486e-03  5.9571123e-04  1.1304767e-03 -3.9298620e-04
  3.8070284e-04 -2.1455020e-03  2.8724694e-03  1.7440268e-03
  1.2118228e-03  5.2983651e-04 -3.6411227e-03  2.5387740e-04
 -1.4144339e-03 -1.1689506e-03 -4.3971320e-03  4.4447728e-03
 -2.0958947e-03  1.9624999e-03  1.5537997e-04  1.2683991e-03
  4.7344277e-03  4.2814659e-03 -9.4629417e-04  1.1227465e-03
  1.8379393e-03  1.4187953e-03  5.0901491e-03  2.3454963e-03
  1.0969179e-03 -4.0589864e-03 -8.2649865e-05 -1.3312522e-03]"
190,RMx_CG2Zk9c,El Salvador vs. USA Extended Highlights  CONCACAF World Cup Qualifying  CBS Sports Golazo,389762,2862,no,/content/thumbnails/RMx_CG2Zk9c___El Salvador vs. USA Extended Highlights  CONCACAF World Cup Qualifying  CBS Sports Golazo.jpg,"['el', 'salvador', 'vs.', 'usa', 'extend', 'highlight', 'concacaf', 'world', 'cup', 'qualifi', 'cb', 'sport', 'golazo']","[ 1.2459599e-04  3.1450824e-04 -1.3030415e-03 -2.2204015e-03
 -5.4675963e-04 -2.5421770e-03 -7.8392630e-05  2.8137995e-03
 -9.1127562e-04 -5.9810566e-04 -1.6340452e-03 -1.4212341e-03
 -1.4191301e-03 -1.3758992e-03 -2.3628635e-04 -7.1166432e-04
  2.3773613e-03 -5.4992829e-04  1.1814293e-03 -1.7270718e-03
 -1.0054648e-04 -5.0691946e-04 -1.3767441e-03 -1.7331891e-04
  1.8684450e-04 -1.9869003e-03 -6.9561985e-04  7.8493380e-04
  1.6767720e-03 -7.8175805e-04  4.2702447e-04 -1.5960006e-03
  7.3623232e-05  6.3614402e-04  5.2159274e-04  5.3257908e-04
 -6.0339854e-04 -1.2753924e-03  4.8736125e-04 -3.7066550e-03
 -1.3045893e-03 -8.1733841e-04 -2.2586775e-05  1.1272703e-03
  1.9649176e-03 -2.3385757e-03 -4.1476716e-03 -2.8313990e-04
  2.4874297e-03  1.6851500e-03  2.0476838e-03 -2.1017527e-03
 -8.2734521e-05  4.7000486e-04  2.4521636e-04  1.6470856e-03
 -5.3950510e-04 -5.3437648e-04 -3.1818449e-04  6.0846156e-04
 -2.4304171e-03 -1.8951407e-04 -3.7195394e-03  6.4750289e-04
 -5.7291717e-04 -1.5472246e-03 -3.2855547e-03 -1.2168823e-03
 -7.1549293e-04  1.1095363e-03  5.6403511e-05  1.5735438e-03
  2.6405591e-03 -1.9725203e-03  2.1424529e-03 -9.5075776e-04
 -6.5185141e-04  2.1974520e-05 -1.6060884e-03  2.2563084e-03
  1.0864676e-03 -2.8714491e-03 -1.0002162e-03 -1.5623018e-03
  1.4380134e-03 -7.0841989e-04  3.0551146e-04  1.2962901e-03
  1.2011942e-03  1.6483739e-03  8.8800746e-04 -3.1798221e-03
  8.5981603e-04 -5.2591311e-03  2.1927305e-03  3.1396449e-03
  2.2138639e-03 -3.5762219e-03  1.9630606e-03  3.0598760e-04]"
112,t8N4L3MUE58,Real Things Said in Classrooms Pt. 26,439929,70227,no,/content/thumbnails/t8N4L3MUE58___Real Things Said in Classrooms Pt. 26.jpg,"['real', 'thing', 'said', 'classroom', 'pt', '.', '26']","[ 8.0950017e-04 -4.9091410e-05 -1.3879053e-03 -2.3207064e-03
 -5.2176102e-04  1.7248739e-04  3.6264390e-03  3.0450404e-03
 -4.9564790e-04 -1.2701178e-03 -2.0529011e-07 -3.3795689e-03
  5.4335356e-04  6.2228926e-04 -1.1194985e-03 -3.6797640e-04
  2.2330745e-03 -3.0688366e-03 -2.1932481e-03 -3.6980936e-03
  2.9056945e-03  2.5816283e-03 -1.3071520e-03 -4.9258112e-03
 -3.7714683e-03  3.5277084e-03 -3.0185157e-03 -5.8509866e-03
 -2.7861699e-04 -1.7471412e-04 -2.4329741e-03 -5.0809950e-04
 -6.0332351e-04 -3.6130736e-03 -4.5224247e-03  2.9613536e-03
 -7.9345767e-04 -6.1128540e-03 -1.0712441e-03 -2.5689229e-03
  1.6086397e-03  1.0589537e-03  8.6067891e-04  4.5845285e-03
  2.7745755e-03  1.3588854e-03  5.7938945e-04 -4.4776243e-03
  3.4500395e-03  6.8955275e-04 -8.0228510e-04  3.8729463e-04
 -1.7074485e-03 -2.7144218e-03  1.0693975e-03 -4.1153893e-04
  1.4407961e-03 -2.6151448e-04 -2.1810006e-04  5.2163512e-05
  2.3972525e-03 -1.3582513e-03  6.3356623e-04  7.5947767e-04
 -2.6215832e-03  3.3097684e-03  1.9973211e-04 -2.6924759e-03
 -2.7964737e-03 -4.0470643e-04  1.6868237e-03  5.7954718e-03
  2.9583205e-03 -5.5001937e-03  1.1020510e-03  1.9948923e-03
  9.8345533e-04  3.3998913e-03 -1.6797938e-03  4.7316076e-03
 -2.7750733e-03 -2.7798122e-04 -2.6612456e-03  6.1669829e-03
  2.0655370e-03  1.5112330e-03  4.5241336e-03 -2.0691403e-03
  1.7046221e-03 -2.3303237e-03 -1.2389545e-03 -6.0824800e-04
 -2.1425660e-03  1.5899455e-03  2.9247443e-03 -4.3891473e-03
  1.3412389e-03 -4.3337041e-04  1.1133909e-03 -4.1916544e-04]"
93,1V4yCv9viO0,SHE IS PREGNANT!!,6021486,217166,yes,/content/thumbnails/1V4yCv9viO0___SHE IS PREGNANT!!.jpg,"['she', 'is', 'pregnant', '!', '!']","[ 1.41003227e-03  1.46491139e-03  2.09631911e-03  4.50452697e-03
  4.77973284e-04 -4.03961120e-03  1.65806036e-03  6.64323429e-03
 -2.54562916e-03 -1.91957189e-03  4.77936165e-03 -2.36872840e-03
 -2.99644517e-03  2.98600132e-03 -3.68570676e-03 -2.26897420e-03
  1.15684723e-03 -2.72411644e-03 -4.88472264e-03 -5.35461958e-03
  6.18797960e-03  5.17674815e-03  8.40945926e-04  1.13769271e-03
  5.79235319e-04 -1.72815402e-03 -8.74702062e-04  1.16281980e-03
 -2.86378036e-03  2.44905613e-03 -1.55673805e-03  9.95144248e-04
  2.00076355e-03 -7.14198593e-03 -3.08876066e-03 -1.05767732e-03
  5.80014676e-05 -6.01445371e-03 -1.31155120e-03 -6.97016995e-03
 -2.67253025e-03  1.57850416e-04 -4.34872974e-03 -8.36668187e-04
  1.81587751e-03  2.93437555e-03 -3.74120241e-03  1.84046978e-03
  3.86531639e-04  3.78224021e-03 -3.52374045e-03  1.06038037e-03
 -2.92894011e-03  5.53397462e-04  2.18011858e-03 -7.85675831e-04
  1.27516896e-03 -4.41788044e-03 -4.26248368e-03  5.49156312e-03
 -2.45272368e-03  4.36117407e-03 -1.94690470e-03 -4.23064455e-03
 -2.50184955e-03  2.05725152e-03  3.05630639e-03  2.35019345e-03
 -3.84947797e-03  2.95066275e-03  2.90584890e-03  6.54337555e-03
  3.28447553e-03 -2.71430914e-03  5.22652920e-03  8.26394360e-04
  2.50307540e-03  2.97620252e-04 -6.09859824e-03 -5.01738768e-03
 -2.86596187e-04  1.08443736e-03  2.12265551e-03  5.43472683e-03
 -3.22586414e-03 -1.04635394e-04  4.32132604e-03  7.23404926e-04
  3.29211028e-03  1.73335487e-03  3.07147275e-03  1.53521751e-03
  3.47714429e-03  1.88884791e-03  5.53717604e-03  5.26068639e-03
 -3.11083160e-03 -6.12945622e-03  5.32584847e-04  1.78085454e-03]"
